id,name,age,income,openness,conscientiousness,extraversion,agreeableness,neuroticism,tolerance,matched_id,happiness
46248,oxgdtu,43,1823.65,65.78,23.23,40.25,46.7,54.23,32.63,19565,65.51
68805,bpxeji,40,1551.55,62.11,41.47,32.04,46.2,48.53,34.04,57390,63.69
12547,lbqbdk,25,7402.85,37.46,55.47,59.84,48.63,40.39,35.01,57706,77.21
49569,rwombn,43,20514.18,52.38,55.55,50.55,30.57,51.6,27.54,,108.15
13757,abiwof,39,5542.51,41.49,38.24,61.56,33.74,60.24,33.6,66262,63.19
94619,ehinpt,26,1546.7,44.77,58.49,50.68,38.44,59.94,33.34,52810,57.77
60096,haqcgr,38,1356.21,44.37,57.78,67.51,61.15,46.59,39.04,45319,63.72
19662,zbhigl,39,336.74,51.81,50.42,53.68,53.29,54.6,34.89,89042,58.69
70618,bvnzbr,58,2739.56,56.58,43.14,51.5,42.42,64.5,31.88,94103,69.08
4710,cbaycm,22,2456.4,50.0,43.2,46.91,36.39,39.46,32.84,28706,64.21
2672,zosqdp,28,2528.48,58.7,32.84,59.53,44.75,57.78,22.88,97208,61.31
57389,qwscsg,24,1873.11,57.14,34.34,66.23,58.87,36.01,26.27,30067,67.41
94,kdzoci,28,1997.25,44.15,51.13,58.98,53.97,51.79,28.12,10424,59.83
8615,rymesq,27,6872.03,43.78,50.99,45.25,56.97,31.08,44.12,27056,84.89
39666,xltstz,24,4360.54,53.37,53.35,60.69,58.89,41.58,17.08,55618,68.13
42729,wzbecb,48,1700.81,53.87,44.85,60.45,54.58,52.52,34.89,82619,65.28
47960,hphmhd,26,638.62,48.62,51.0,52.34,64.28,45.07,30.59,42018,63.29
57221,dauoow,58,4172.62,51.35,35.81,36.72,59.22,47.86,29.92,80345,75.54
90365,xugvul,55,2885.66,47.93,47.03,53.81,34.76,35.2,44.26,29033,68.68
35758,gffawo,28,16051.8,41.47,78.71,46.4,59.5,61.6,22.86,,99.69
92277,cybdjw,34,3120.65,54.86,40.08,43.56,73.18,49.98,19.37,56871,66.48
54869,nibems,23,2733.48,41.71,45.38,49.12,41.15,34.82,27.33,39542,59.41
67476,mjhrdm,45,1520.9,56.93,40.02,44.78,66.18,42.14,45.19,17889,74.77
19026,voozxu,29,5584.45,50.34,50.79,34.39,42.1,42.24,24.0,45045,66.46
67006,tqlfon,55,1935.99,54.85,45.08,33.9,46.09,46.06,37.5,11217,68.37
60535,kxtgyr,43,3747.86,57.85,41.85,37.74,36.35,40.13,23.42,56744,59.54
67871,abujso,27,3895.63,39.96,33.66,67.11,60.33,36.47,39.1,21538,72.64
2615,vlaeoh,37,4373.49,48.67,61.26,62.25,47.56,43.42,27.23,47151,63.51
17120,xklumy,38,2553.12,45.89,62.43,74.89,45.19,62.26,42.07,95066,64.54
88558,nmreof,23,6245.54,77.37,47.99,53.02,56.23,58.45,24.96,51687,87.69
72488,rwzttd,49,3347.62,50.76,56.91,39.23,39.94,68.08,36.18,70976,65.37
99151,ijmfwf,59,6014.45,50.05,55.56,54.89,49.55,56.64,36.61,73331,82.01
5015,aafyil,55,587.52,59.54,42.38,44.97,53.6,58.08,38.94,16255,69.43
64325,cmggzz,52,628.7,50.85,44.07,58.13,40.5,44.76,28.44,2685,54.28
48587,xvkpum,45,1463.01,58.8,55.7,42.58,61.16,39.82,34.39,57343,67.58
38080,zrdjyg,21,1746.6,48.9,49.62,42.42,55.68,53.88,25.34,74216,64.28
3654,nizcsh,31,1814.4,73.57,40.58,59.94,51.9,57.1,36.02,14429,73.63
87491,ngckju,16,13900.74,59.17,45.68,53.23,41.4,60.44,28.62,,106.45
56622,yznuvy,47,660.83,40.24,41.86,52.83,51.2,51.81,28.28,39353,51.56
43690,uldmfe,59,10218.01,40.52,51.23,63.4,62.45,50.41,23.52,,87.47
70208,rprhmo,57,523.14,52.15,49.26,44.6,46.92,62.96,16.44,47829,52.59
70736,xqbhqp,26,2173.57,67.99,46.76,47.87,51.43,42.98,38.76,77152,76.19
93216,nifaba,33,2143.4,61.96,54.58,37.41,49.21,41.09,29.57,22500,64.8
61794,tftmdg,35,1566.51,42.29,48.71,47.84,52.76,55.73,26.6,1619,54.16
49326,pkjjhq,42,7890.58,45.72,56.54,38.5,29.84,58.26,39.46,30248,74.08
11189,vennje,58,3276.77,43.97,62.77,42.1,51.28,57.36,24.13,62108,64.06
21201,tvafvx,39,457.72,61.7,41.96,46.75,45.26,46.9,30.6,77935,58.0
45075,cdfued,55,12315.98,57.18,55.28,54.87,52.43,39.71,41.92,53088,104.99
44484,ocjrky,19,5378.88,51.17,36.54,40.89,49.0,36.08,47.85,5280,88.38
87311,hgtzno,54,1197.27,55.8,44.7,53.87,69.6,66.01,36.48,225,72.9
74675,gkktmr,19,34217.92,50.48,42.37,28.28,45.96,53.82,18.68,,157.02
69665,vahkri,34,790.36,45.65,42.51,37.12,51.63,54.35,21.31,75861,50.02
63335,xzsqlj,21,2927.84,31.28,50.82,48.65,49.76,37.54,31.15,99200,62.19
10854,tmgwlo,58,1827.81,47.62,40.52,53.66,47.42,44.56,32.96,92522,64.97
17350,jtzlbz,47,2604.5,69.08,68.58,48.85,45.69,50.35,39.92,95928,73.8
11960,nbzrka,51,27406.82,34.43,56.08,65.15,47.39,23.82,32.67,,132.2
18414,kjuwsi,34,2917.74,37.51,42.97,52.82,48.6,57.64,25.21,93460,54.4
28401,mzpzqb,27,649.5,55.57,65.84,54.26,60.03,41.51,28.47,20110,62.99
67667,pspxfc,23,1653.18,46.18,57.06,43.03,50.48,25.56,27.63,91605,61.11
20884,rfsfsg,23,302.48,47.35,46.24,55.95,58.39,33.68,41.27,77692,67.84
84098,csznpx,36,10406.33,62.27,44.36,39.17,41.81,48.38,44.67,20606,95.29
79836,rwtibv,21,2395.9,51.26,66.07,56.83,61.82,67.29,34.66,27370,74.45
77458,qmtluo,41,3321.67,45.71,57.59,55.39,38.15,39.91,33.7,46729,59.69
26735,raqvtr,48,5644.91,58.63,70.85,73.27,59.24,60.27,48.61,,88.33
86022,bbqgac,44,1658.05,45.16,43.74,67.94,42.7,66.77,26.35,26966,52.04
50679,qumzqk,33,485.29,54.14,55.53,49.1,35.94,46.16,31.99,25061,53.83
87028,daaroc,53,508.36,22.16,35.46,44.24,52.52,55.45,35.98,,51.08
63550,buyujv,54,2856.13,41.65,53.64,52.42,34.01,45.56,34.72,72460,59.82
68721,calhsa,36,7791.34,63.42,52.78,17.05,42.37,57.37,27.02,,78.02
9664,sjdldd,34,2389.83,38.61,66.34,43.0,23.98,49.18,31.86,52609,49.17
5468,bplpde,22,2817.31,63.27,55.72,52.19,50.58,40.58,28.99,76304,72.95
56760,zkvyxp,51,903.47,53.05,39.0,53.75,57.22,67.97,25.53,66951,59.21
43932,aphgqo,21,8798.9,60.25,46.23,43.35,50.27,54.83,25.66,,88.43
27396,xupxma,56,2347.15,60.27,50.61,62.22,37.31,53.61,31.88,11874,66.38
987,ittxov,23,16359.61,46.26,43.53,55.56,43.3,50.49,38.28,,109.04
72051,ihebkf,47,7297.46,59.29,35.0,56.64,53.81,71.84,23.87,57004,77.41
48660,ljvbrm,31,2352.46,39.94,38.73,35.36,66.1,58.28,14.55,24102,54.1
72184,jzbqwt,47,2890.12,39.87,54.88,63.2,41.35,56.46,20.59,41933,50.57
23772,etqaoe,16,20213.06,33.06,52.99,51.28,64.09,47.2,37.78,,127.43
77946,ompuxr,19,2633.94,55.01,46.12,33.49,47.37,41.83,35.3,63061,74.01
76995,zaindb,39,2947.12,41.53,61.11,40.91,61.09,44.16,27.16,79702,60.5
64358,yvhkyl,58,8358.12,53.58,32.33,46.02,29.96,53.16,38.57,30470,84.56
23036,snabit,55,1625.42,48.34,47.67,52.55,55.95,54.77,20.39,74179,58.24
93693,bpqnkw,27,3937.53,60.91,47.48,48.33,39.11,41.15,18.32,79461,62.51
68661,aedhym,49,5067.39,53.14,48.07,64.97,35.91,37.31,37.79,42768,71.11
1523,oyefir,44,2062.61,42.38,43.21,51.54,45.15,56.85,20.11,87882,49.37
32448,svmuwg,41,11074.41,40.97,52.28,59.66,41.65,48.83,36.31,74812,83.66
82660,jwzewc,21,3748.63,63.99,30.51,24.05,44.32,40.69,31.1,,75.97
91964,asezgb,48,3733.14,57.37,47.72,62.09,54.96,48.33,9.43,99469,58.39
30899,chwymo,29,10426.11,71.55,56.82,34.38,50.49,56.14,33.43,,97.53
54656,jekdul,44,984.36,49.97,54.06,58.11,54.7,34.72,36.11,27811,61.35
59649,ozbigj,40,2333.96,53.17,51.67,40.84,41.02,60.99,36.06,96524,61.95
26586,jebvsq,39,1649.8,63.01,48.85,53.21,45.78,48.4,26.0,6706,59.64
83252,npqmog,38,6742.96,63.05,27.51,55.78,40.22,52.69,22.34,16317,71.13
5601,lrkkhk,59,54592.89,33.8,50.47,48.21,54.83,59.02,31.91,,220.25
47579,lxznrd,34,1528.8,53.13,56.86,61.73,55.23,32.96,34.57,95644,63.94
16492,dsumti,25,4710.35,42.83,37.37,68.65,69.16,31.53,40.05,75538,80.72
22180,offkug,57,4944.08,47.09,57.63,42.36,43.58,50.38,27.01,85755,68.79
82158,lrktxa,48,450.47,25.76,28.48,55.71,61.36,61.74,23.7,33626,46.08
70419,twkjtl,45,3345.03,51.78,65.59,61.01,43.27,46.7,29.56,53752,61.94
10148,yymcbg,24,622.41,43.14,58.74,45.63,45.52,35.99,20.67,6781,50.59
55167,psvzra,16,2672.94,49.31,52.8,58.96,50.91,39.73,27.98,66707,71.5
52902,mroxrh,27,2810.69,52.62,46.47,41.29,59.63,62.14,35.59,32925,72.23
12401,jyicuw,23,6535.71,43.39,56.98,52.9,45.42,43.04,24.68,40178,71.35
61935,ukecyd,46,665.96,53.78,59.17,49.35,52.09,28.28,23.39,84388,54.23
36702,dtmmpq,22,15140.72,25.9,27.63,31.23,62.58,61.74,34.64,,102.03
79875,joikkn,23,2769.08,39.38,46.61,60.74,48.61,49.61,32.71,73486,64.04
12799,cyezww,23,1043.01,58.31,47.41,42.04,44.43,62.47,38.04,55267,68.13
15018,npkvgn,25,18945.84,63.91,50.59,51.6,51.11,60.76,31.38,,121.14
92466,vehsvc,30,9543.57,28.97,60.82,41.51,55.3,44.13,27.37,88449,75.52
67576,cznafa,22,27960.33,53.9,50.41,51.9,45.93,42.04,25.51,,141.16
78287,pekowz,52,3759.46,57.73,61.98,51.41,61.54,50.79,29.32,46221,73.66
6960,zqndde,42,1713.35,48.65,49.15,53.17,52.68,47.16,26.13,1251,56.43
50033,fkyeoi,26,968.6,41.45,64.73,34.06,50.2,66.89,31.16,34913,57.23
9857,opkbjo,46,7177.15,52.93,53.61,44.13,55.01,47.72,22.54,76219,73.87
45368,wqeztx,59,11120.35,31.14,67.13,41.07,42.51,38.07,32.47,,85.15
32225,bthqpg,29,5978.3,74.23,40.07,64.64,48.08,57.08,32.48,,83.95
91628,epvclx,27,2564.78,29.37,33.72,45.99,46.92,41.91,6.28,425,41.42
32833,vfpcsi,19,1734.61,46.01,63.89,47.49,62.83,55.69,35.33,81846,72.67
75466,uvkixp,28,8016.32,57.43,48.06,40.7,56.73,43.2,29.71,2564,84.99
64368,psjakd,46,4286.82,47.47,45.13,49.61,50.19,68.37,24.42,79911,62.55
90723,dwsgro,51,5442.98,52.71,51.55,39.13,28.3,46.36,32.88,30761,67.63
67817,propuh,43,1314.58,51.81,30.48,37.56,48.5,49.4,28.76,73917,56.76
14782,xpcslq,52,7433.63,46.64,30.84,46.01,50.7,43.41,23.02,32708,73.18
92664,sjtjvt,17,2183.69,59.18,46.68,60.05,63.45,49.88,23.97,32231,74.77
38432,zuolzb,54,5219.75,59.03,35.68,56.73,42.63,36.52,29.0,8447,73.36
88790,mirvlv,40,1739.49,53.11,52.78,21.85,68.04,41.88,19.93,22314,59.6
29657,eetkcc,40,3837.18,28.82,57.4,36.91,34.14,40.32,28.62,63849,50.28
32023,ljrkms,30,5657.07,33.71,34.25,46.02,78.22,65.38,29.24,7595,74.15
56077,dzakxg,27,4310.38,37.03,37.67,36.48,73.24,56.01,34.88,50149,74.44
48598,kyjvml,53,28649.19,71.38,57.5,47.25,62.62,61.88,30.85,,155.5
62300,mblpyu,39,5452.07,51.23,33.52,53.98,60.94,55.0,38.76,32549,78.46
35728,fdhlgx,41,4171.59,42.72,54.48,53.65,64.76,38.84,28.12,90343,66.37
43604,nkinro,16,4562.6,55.02,43.79,54.19,53.67,43.54,39.68,52031,87.01
7206,qxzauw,56,717.09,56.75,30.4,50.64,36.83,45.29,29.44,82712,58.54
37289,aplmtn,20,3768.68,56.4,44.75,66.05,42.26,58.99,39.54,92951,77.93
12225,vtzoyp,34,804.16,39.84,53.17,54.17,56.78,56.62,21.36,56066,49.41
12892,objzze,19,1630.61,33.45,44.17,46.71,47.14,36.32,24.79,88198,56.31
12628,jcomjc,47,1098.64,68.44,69.1,39.77,46.03,57.68,19.52,22409,57.51
69682,rrysqz,22,2083.17,44.87,61.47,74.24,60.97,40.12,39.66,77104,72.79
60785,cpjplh,38,546.85,43.72,41.92,64.46,52.25,54.31,26.39,15516,50.97
79034,ijjqta,31,2727.32,63.7,45.05,55.18,32.98,48.96,29.44,31439,62.62
81337,qjdkts,55,2071.79,43.84,61.2,63.7,38.77,52.31,31.84,90166,58.81
19049,prervz,25,12905.01,49.02,37.68,46.76,56.71,48.41,23.27,39824,94.23
43478,usmadh,21,1858.01,43.83,48.03,52.0,45.83,52.96,22.94,1279,58.07
57477,hyeoxz,59,7818.77,44.68,66.0,50.19,49.74,58.23,24.45,90046,78.4
29358,mwzvbp,35,332.53,57.87,44.56,54.65,52.25,52.89,26.59,87703,56.52
70647,zustlq,55,25499.01,45.5,46.18,44.45,52.16,58.07,32.91,84419,134.65
44022,bgdrrp,18,703.25,52.58,42.99,48.77,46.5,52.54,26.06,50828,62.56
43900,yiyvcn,17,6731.96,47.42,44.52,50.53,45.72,58.3,28.36,4261,80.54
24413,xznjom,49,614.86,63.4,60.14,29.61,42.42,47.51,31.44,,60.32
69574,cmzxaj,55,1116.59,38.98,44.1,56.16,32.21,52.26,26.16,18443,48.66
94856,jrqrvz,54,4368.22,38.47,24.84,48.26,55.65,64.58,34.95,94159,70.14
11543,vhdtdw,36,2229.14,53.69,48.2,47.64,44.93,44.94,35.25,50574,62.95
94388,umtkna,59,2072.94,42.88,22.34,58.4,53.72,38.56,24.3,2438,61.63
75402,rgwide,20,1391.64,57.18,25.31,40.09,31.39,49.89,22.92,67158,58.16
297,ynpyqp,57,13423.78,46.5,62.21,52.94,47.0,44.94,25.12,,94.01
2150,ukifix,20,486.95,56.45,47.68,65.99,41.86,53.23,34.39,22905,65.04
87602,stenpw,33,14094.51,50.34,59.45,50.03,39.95,32.83,36.17,68512,96.8
26421,bvbbmt,49,509.93,45.39,50.97,55.87,52.74,41.85,39.65,6273,60.78
72665,diymwx,50,6871.08,57.98,19.28,47.58,45.61,55.68,24.1,,74.14
33609,pmzyxz,16,12816.14,50.68,48.32,32.18,46.84,50.37,32.02,,103.48
37053,wparsy,59,760.0,37.14,60.93,28.37,61.82,41.68,32.53,40534,62.68
26245,xbqzbq,25,4179.99,36.01,47.6,32.42,51.92,46.82,36.29,56822,68.74
99650,zmuyku,22,6194.71,61.28,36.33,61.94,63.88,46.07,23.36,72617,83.33
78495,fegjzw,44,1628.8,48.06,31.01,61.88,60.93,22.95,29.14,41958,60.54
81419,gcdsvx,32,12334.79,51.7,62.59,48.08,57.69,44.52,45.27,,103.23
21344,jflcuz,49,6057.38,33.93,55.26,50.48,45.32,41.91,56.39,12673,80.01
37770,rfxbll,19,5013.69,41.61,69.03,40.07,55.41,37.54,32.99,24846,77.04
63570,uzonek,52,9794.18,49.6,46.19,49.83,57.46,58.01,24.49,81767,84.45
11856,yofzyx,24,2128.15,54.78,33.59,50.88,36.17,36.44,34.97,54959,64.92
92922,oqcyby,37,803.88,58.87,44.1,46.18,73.41,40.63,35.21,96660,69.7
5832,vrtrog,37,2576.23,34.94,36.04,50.57,43.89,63.22,18.79,9810,46.64
66374,eblfry,30,6016.7,44.86,57.07,49.69,54.5,25.06,27.96,54220,71.37
82785,dxkmkw,18,2339.23,45.84,53.48,52.45,52.38,56.82,36.89,80492,72.82
44492,auajry,34,3436.18,47.77,32.19,64.23,42.67,51.08,26.52,82878,58.91
75770,zvuwdr,25,2362.66,31.03,47.97,49.08,38.32,41.76,12.72,88364,43.51
44848,hbqtsp,38,1964.91,66.89,60.91,32.23,42.36,53.92,27.28,49555,61.84
51481,gvsfkf,41,884.63,54.59,53.35,64.86,51.22,68.36,36.02,55472,61.43
9571,glfyzg,50,7777.99,48.69,54.13,58.03,40.3,52.63,35.43,21151,77.9
21674,nixpem,49,7579.18,52.84,38.09,48.58,43.51,35.12,32.9,40010,78.17
81292,qptujb,34,9538.73,58.44,39.93,47.78,41.57,47.82,33.8,44554,85.28
36036,hwxxsh,20,2215.07,48.05,58.64,40.12,43.19,53.24,25.58,35442,62.27
85250,qybywg,17,349.24,54.55,55.18,40.66,62.95,55.48,31.2,,71.38
37952,vlcwmc,36,13584.68,60.51,48.94,47.98,51.68,43.14,23.34,,95.12
54696,ctvbao,32,2503.23,66.0,53.13,55.27,62.05,67.35,27.6,12084,70.78
81553,rkhmuq,29,2124.29,42.0,59.59,45.92,15.64,49.08,31.12,80598,48.34
66676,ozzwxq,36,7586.01,31.16,36.37,33.81,51.08,53.49,20.81,,63.75
30253,ocewgu,43,4162.72,45.47,37.56,41.1,51.67,51.11,10.72,11110,53.5
58779,frkmlf,54,5864.68,51.5,37.81,43.87,39.29,40.12,19.41,65891,65.75
99090,pzshtb,54,521.5,43.97,51.94,52.34,65.89,44.79,28.65,17337,60.49
18365,zympis,47,5231.56,61.02,61.64,50.19,35.76,50.34,31.71,29450,70.6
53388,cuvhdh,52,1327.92,43.64,42.28,46.69,58.25,48.13,25.21,13126,57.33
27426,ahjpsz,40,566.77,51.62,72.07,52.33,42.84,43.39,34.89,54563,55.94
15582,wrhbav,34,960.74,41.91,37.42,45.11,50.99,46.96,29.0,38730,53.21
8454,hxtwne,60,11297.19,60.31,49.79,60.3,51.9,53.22,38.31,,104.46
93589,ocammj,25,2845.24,51.05,41.4,44.57,38.07,52.68,26.56,49961,60.78
68203,acsjuq,52,2588.81,48.1,32.49,46.7,50.0,41.23,41.36,38880,69.46
89257,zbuntb,34,3869.72,43.09,40.83,56.77,46.89,43.07,23.7,516,58.08
65601,xxjzwy,25,11217.64,57.59,48.64,50.5,45.71,60.22,26.27,27045,90.79
20779,dqvmmx,28,5402.76,49.39,60.46,32.57,31.96,49.78,17.01,3880,58.77
53052,kiihfq,26,1534.54,56.83,36.24,32.26,50.78,42.63,36.37,6124,68.24
28471,zeornh,59,2706.93,53.02,36.88,53.87,48.01,59.94,30.04,88130,69.03
81466,spnydq,34,518.1,63.44,35.8,45.47,60.18,65.36,32.07,30992,65.19
73072,cbbxtu,28,4813.42,59.3,50.97,56.58,45.24,55.13,32.31,47362,73.93
23776,kobesm,43,8716.53,51.33,61.64,61.74,28.1,39.69,33.65,27649,75.03
15854,ounboc,48,3955.22,63.25,64.31,32.82,53.08,48.91,25.53,95692,69.98
94872,tznkve,31,327.11,41.81,38.19,37.58,41.59,53.49,15.19,29922,41.29
87543,nnshsq,44,710.42,34.29,39.66,48.62,63.33,53.25,22.3,31386,49.14
41463,yutdvm,51,4989.65,37.52,59.8,54.45,63.72,57.43,40.79,51194,76.04
74644,ggcoqg,56,12647.87,53.41,56.69,47.59,29.55,44.1,16.11,,83.07
34020,axgpbz,45,4280.82,22.66,38.64,77.59,75.64,44.65,33.46,,65.68
77566,wjdvsj,35,1019.33,47.74,61.52,54.16,65.87,40.67,28.84,97851,60.17
54513,ndyojw,22,1522.3,66.26,44.81,45.35,61.66,45.81,27.19,40797,72.78
41859,baerba,19,1963.39,46.41,40.3,39.09,65.36,41.88,22.61,60958,67.08
54435,pejqey,40,3653.66,46.84,44.92,49.73,52.59,62.43,29.4,13334,63.28
91625,sqgdln,49,9782.83,47.31,46.12,25.78,60.63,58.71,27.8,,85.14
66246,gyabjq,39,2726.42,62.97,53.79,41.56,29.38,58.76,30.27,62397,60.04
90774,txekxx,46,4602.18,30.27,57.73,53.31,49.87,43.06,27.23,1139,58.11
1105,tlevdd,60,1275.48,43.88,62.84,57.83,40.01,59.87,22.24,38688,54.86
56583,rmlbwh,22,797.96,60.79,59.37,48.91,38.55,35.8,34.84,77205,65.38
99537,vctxse,17,9256.97,60.21,35.04,58.43,48.2,53.73,32.15,71066,96.18
53857,mdnqmv,55,1809.86,47.07,70.03,51.86,57.36,57.57,30.3,31624,64.38
21575,zhkvzq,17,1339.38,58.52,58.94,45.18,40.82,45.39,24.72,92351,65.16
63396,iyphtk,52,1415.82,45.64,48.95,60.21,55.94,53.0,29.12,12905,59.88
10051,itvsuz,21,12827.16,57.12,31.49,50.97,42.94,62.67,26.74,,97.53
7526,zlrzhx,46,14194.73,41.07,66.79,49.21,42.79,42.63,28.35,48017,89.58
60269,jipyxl,54,7239.3,39.61,38.36,57.98,39.32,50.02,23.89,62088,67.68
39913,lmhptd,40,1612.58,45.9,42.79,56.92,44.69,60.15,20.72,64266,49.31
74966,qftqbo,54,6405.53,68.38,62.26,50.02,36.38,42.42,28.59,73622,78.43
17700,kedwgn,33,1374.72,40.51,43.96,47.6,56.9,51.15,22.13,37196,52.13
77986,braqvd,49,57199.1,61.19,46.87,63.29,54.03,56.09,38.9,,237.16
57119,zlaafr,47,30320.04,49.69,44.16,39.43,55.28,55.15,31.3,,147.35
60447,ehkfen,21,7232.39,30.9,46.03,62.74,58.02,57.77,33.3,11940,78.82
78494,wsasve,53,1290.72,72.48,50.94,51.34,58.9,51.74,25.72,61914,69.75
38658,qzfumi,41,1661.45,44.93,43.91,54.99,34.16,52.9,21.28,4496,46.04
94332,lkuiuc,16,2671.95,66.9,56.4,33.35,56.84,51.6,29.77,62073,81.45
47833,mfxpbc,52,4734.38,30.79,38.81,39.9,42.46,55.47,23.18,68331,56.2
67750,scljuf,49,1195.74,34.49,50.84,37.03,45.9,65.14,27.78,53944,49.53
4239,snzxdc,30,3286.73,48.44,47.4,36.09,55.69,63.42,37.89,28804,70.65
50475,jwqzig,47,3524.53,40.86,50.89,61.04,45.68,53.13,26.79,36781,57.79
26219,tymqpa,37,3325.75,47.1,39.13,38.14,43.11,38.26,28.68,52602,59.14
18565,mdyuke,35,10500.51,58.46,48.16,50.24,66.34,49.9,29.93,64454,93.67
70096,rdsugv,53,2794.93,49.5,61.39,52.33,47.17,58.99,41.19,47611,70.14
25161,jujxez,16,108.42,60.7,46.73,43.28,41.74,61.41,19.97,81249,60.86
34998,anzcal,35,591.31,54.23,41.62,45.63,60.7,39.71,29.21,22125,60.04
95057,kdcmdk,56,3798.4,42.63,37.51,41.95,54.08,69.95,27.53,70403,66.56
67713,roxopj,47,3046.44,60.3,54.5,59.12,60.39,61.76,19.56,5720,64.71
26124,dpnjqn,44,2130.89,60.95,45.85,67.52,37.7,44.92,30.11,28576,60.32
22093,nzhoid,38,971.78,41.82,48.39,55.06,46.78,55.8,33.87,61789,54.0
92652,ccpmmo,28,2923.84,51.11,55.48,58.0,34.8,53.96,28.09,16835,59.24
18115,psfeyz,25,1406.87,62.18,59.15,48.89,53.43,37.02,20.7,52456,62.49
92850,zhsbff,48,872.59,63.19,52.76,42.63,53.92,58.23,25.48,18128,60.95
6699,oepslf,59,264.35,56.98,60.69,22.36,44.96,58.6,37.34,,66.48
39063,knurhz,37,5287.96,40.92,45.53,60.25,33.36,54.24,27.18,49749,58.58
29795,zbnpgs,40,2143.03,44.38,41.89,26.25,32.63,44.52,31.33,28288,52.48
41520,kelllg,37,1213.17,44.61,55.27,51.7,46.98,52.22,31.2,21627,54.48
12541,fimswi,17,13089.04,39.74,62.13,51.59,46.85,53.33,30.97,37265,98.39
8650,acnegf,38,4199.56,65.22,63.77,21.18,47.94,56.36,27.62,,69.85
45285,eacxuw,28,1420.05,68.28,73.95,49.63,53.03,36.3,26.15,53419,66.33
81655,suomci,34,983.6,54.51,46.29,59.56,51.72,48.55,29.82,93108,59.02
87388,hjygql,20,4247.18,59.46,49.44,36.38,33.2,37.94,29.51,59040,71.97
26435,ltncbk,45,1767.65,45.32,60.94,39.26,51.69,52.81,39.53,53175,63.0
32506,nytjqi,26,1387.42,37.26,60.68,50.84,44.16,45.89,38.18,40367,58.88
58183,npeukj,33,1511.63,35.19,70.83,70.61,50.88,43.81,34.43,15807,55.5
84810,wxnvhx,32,3228.98,50.62,45.83,73.08,66.21,33.23,34.21,20631,71.9
41106,fwlpre,35,8990.38,47.12,55.15,25.55,58.44,34.98,26.32,36716,80.02
75854,bcppfy,54,971.15,47.84,47.5,45.03,50.95,54.07,38.86,88176,64.42
35680,spguba,25,8081.51,38.88,50.18,45.72,80.65,48.05,38.5,83843,92.05
80953,icewfn,28,3009.48,48.7,59.82,38.13,40.87,57.98,31.0,88489,62.14
81487,aihuty,42,8668.39,56.43,49.05,41.33,69.04,60.4,26.05,86208,85.6
19514,mrklyq,24,1922.43,63.44,47.1,65.88,39.02,54.84,18.62,11121,59.36
76413,nvpehg,36,1770.76,46.62,51.59,58.41,46.16,58.72,22.33,7387,51.78
5973,evscrc,19,5638.77,49.21,49.01,67.09,45.02,34.1,26.73,,75.06
47365,csirxq,28,3231.08,65.72,38.81,59.25,80.82,56.95,35.25,31936,84.82
24389,ldhkbz,30,5168.63,41.02,26.99,51.82,59.24,48.03,43.15,81809,77.47
87662,rdtogx,22,3043.94,43.29,53.62,49.78,51.25,49.73,41.64,2801,73.06
7988,vogcbx,59,1634.58,66.14,40.15,45.32,52.52,39.57,33.18,2848,74.3
35551,xgljej,38,4586.43,35.42,35.99,64.29,46.74,61.17,29.29,32441,59.66
86687,daasij,34,3909.1,52.08,42.66,44.3,59.85,54.35,34.78,52435,72.26
93074,ztxiqs,28,2412.54,47.97,45.51,45.93,53.88,47.92,26.89,60632,61.87
90683,cpqqbj,27,2581.08,65.64,54.88,53.57,56.12,55.99,27.13,56391,70.8
84781,bmdrap,19,3138.77,49.01,43.61,48.95,37.87,60.0,36.61,4326,70.83
98180,kmtxzf,22,3910.51,50.05,43.75,41.72,38.72,46.05,33.51,61222,69.72
65020,anafpe,56,1311.15,68.8,52.93,50.91,50.13,49.77,50.4,40038,81.34
94957,hxvncs,53,5195.61,66.62,41.11,47.95,48.68,44.2,21.39,,73.38
173,aolhre,43,5426.96,56.05,58.89,52.35,49.74,22.4,23.82,20625,68.38
78919,ufprvm,21,1841.4,33.07,56.46,43.74,46.21,49.51,17.02,27576,50.46
88509,hbonsn,46,2533.27,50.03,55.61,46.13,46.18,73.99,22.11,65788,55.71
1423,lvsezi,39,4321.69,51.95,46.34,53.44,36.23,38.29,29.73,90165,62.3
45015,wpnvcq,44,258.49,57.4,56.46,38.17,43.7,64.23,35.55,32035,58.3
77699,cwppkb,30,914.07,67.25,37.04,53.47,42.7,48.91,26.72,49320,60.54
96434,evlhkr,29,6487.56,56.54,48.43,50.72,52.04,44.92,26.61,2305,76.32
87813,pakxlo,41,1198.41,55.56,36.1,47.7,37.07,37.81,22.16,95227,50.33
58276,lhrbxz,49,11054.92,25.87,63.65,43.52,49.45,47.02,29.69,,77.88
8864,vmfdyl,52,2612.29,62.71,43.18,45.52,60.58,57.6,38.99,87336,77.41
38896,pgyqpv,19,6153.55,31.14,57.14,63.95,42.28,46.46,45.14,93129,79.0
17615,ibibyn,53,2478.9,31.69,52.45,40.95,39.06,45.52,27.18,84619,51.48
71298,gyyddd,52,894.02,46.08,45.95,57.71,33.25,62.95,19.4,95992,45.69
4655,zrkeic,56,3591.64,34.8,50.69,51.59,34.99,61.44,29.08,42909,57.59
